Position,Candidate,Party,Votes,% Vote Share,Valid Votes,constituency,Year
3,Iftikhar Ali,TLP,9962,3.82,260844,NA-101,2018
4,TARIQ MEHMOOD,PPPP,6088,2.33,260844,NA-101,2018
5,Imdad Ali,Others,5343,2.05,260844,NA-101,2018
6,Ishfaq Ahmad,Others,1523,0.58,260844,NA-101,2018
7,Rizwan Liaqat,IND,942,0.36,260844,NA-101,2018
8,Shabbir Ahmad,IND,588,0.23,260844,NA-101,2018
9,Muhammad Zahir,IND,439,0.17,260844,NA-101,2018
10,Sajjad Ahmad,APML,406,0.16,260844,NA-101,2018
11,Fawad Ahmad Cheema,IND,329,0.13,260844,NA-101,2018
12,Afifa Saddiqui,MMA,325,0.12,260844,NA-101,2018
13,Farman Ali Khan,IND,259,0.1,260844,NA-101,2018
14,Muhammad Azeem Aslam,IND,253,0.1,260844,NA-101,2018
1,NAWAB SHER,PTI,109708,41.21,266192,NA-102,2018
2,MUHAMMAD TALLAL BADAR,PML-N,97869,36.77,266192,NA-102,2018
3,MUHAMMAD SHAHJAHAN KHAN,PPPP,19546,7.34,266192,NA-102,2018
4,SYED TAYYAB RAZA SHAH,TLP,16091,6.04,266192,NA-102,2018
5,MUHAMMAD AKRAM CHAUHDARY,IND,8573,3.22,266192,NA-102,2018
6,KASHIF ALTAF,Others,6127,2.3,266192,NA-102,2018
7,MUHAMMAD KAMRAN,Others,1874,0.7,266192,NA-102,2018
8,UMAIR WASI CHOUDHARY,IND,1844,0.69,266192,NA-102,2018
9,IRFAN SHAHID WASSIR,IND,1361,0.51,266192,NA-102,2018
10,RIAZ AHMAD,PPP-SB,975,0.37,266192,NA-102,2018
11,RASHEED AHMAD KHAN RANA,APML,714,0.27,266192,NA-102,2018
12,CHAUDHARY MUHAMMAD TAYYAB ARIF,IND,561,0.21,266192,NA-102,2018
13,MUHAMMAD BILAL BADAR,IND,472,0.18,266192,NA-102,2018
14,SADIA AKHTAR,IND,295,0.11,266192,NA-102,2018
15,SANAULLAH QAMAR BAJWA,IND,115,0.04,266192,NA-102,2018
16,MUHAMMAD ASHRAF CHAUDHARY,IND,67,0.03,266192,NA-102,2018
1,Ch Muhammad Shahbaz Babar,PML-N,95099,35.51,267809,NA-104,2018
2,Sardar Dildar Ahmad Cheema,PTI,73320,27.38,267809,NA-104,2018
3,Khalid Mehmood Gill,IND,57362,21.42,267809,NA-104,2018
4,Rana Muhammad Farooq Saeed Khan,PPPP,21718,8.11,267809,NA-104,2018
5,Fahd Ghaffar,TLP,6393,2.39,267809,NA-104,2018
6,Abdul Khaliq,Others,4289,1.6,267809,NA-104,2018
7,Raheel Abid,Others,3043,1.14,267809,NA-104,2018
8,Muhammad Faheem Akhtar,IND,2258,0.84,267809,NA-104,2018
9,Muhammad Bilal Farooq Khan,IND,1016,0.38,267809,NA-104,2018
10,Shafqat Rasul,IND,902,0.34,267809,NA-104,2018
11,ch mazhar ali gill,IND,865,0.32,267809,NA-104,2018
12,Muhammad Shoukat Iqbal,IND,626,0.23,267809,NA-104,2018
13,Sardar Sarfraz Ahmad Cheema,IND,536,0.2,267809,NA-104,2018
14,Muhammad Younas,IND,382,0.14,267809,NA-104,2018
1,Raza Nasrullah,PTI,77862,32.28,241220,NA-105,2018
2,Muhammad Masood Nazir,IND,69211,28.69,241220,NA-105,2018
3,Mian Muhammad Farooq,PML-N,56540,23.44,241220,NA-105,2018
4,Ibrar Hussain,TLP,15237,6.32,241220,NA-105,2018
5,Nawaz Ahmad Cheema,Others,7190,2.98,241220,NA-105,2018
6,mian moazzam farooq,IND,6472,2.68,241220,NA-105,2018
7,Mohammad Ejaz Choudhry,PPPP,5795,2.4,241220,NA-105,2018
8,Muhammad Qasim Farooq,IND,822,0.34,241220,NA-105,2018
9,Nadeem Hayat Khan,IND,565,0.23,241220,NA-105,2018
10,Umar Farooq,IND,290,0.12,241220,NA-105,2018
11,Ahsan Raza,IND,243,0.1,241220,NA-105,2018
12,Asif Touseef,IND,168,0.07,241220,NA-105,2018
13,Tariq Ali,PMA,106,0.04,241220,NA-105,2018
1,Rana Sana Ullah Khan,PML-N,106319,44.4,239441,NA-106,2018
2,Nisar Ahmad,PTI,103799,43.35,239441,NA-106,2018
3,Saeed Iqbal,PPPP,12799,5.35,239441,NA-106,2018
4,Muhammad Abbas Haider,TLP,9986,4.17,239441,NA-106,2018
5,Basharat Ali,IND,2546,1.06,239441,NA-106,2018
6,Mumtaz Hussain,MMA,2083,0.87,239441,NA-106,2018
7,Muhammad Haroon,IND,1419,0.59,239441,NA-106,2018
8,Ahmad Shehryar,IND,490,0.2,239441,NA-106,2018
1,Khurram Shahzad,PTI,126441,51.41,245950,NA-107,2018
2,Haji Muhammad Akram Ansari,PML-N,102159,41.54,245950,NA-107,2018
3,Muhammad Zeeshan,TLP,9034,3.67,245950,NA-107,2018
4,Rabia Mukhtar,Others,3537,1.44,245950,NA-107,2018
5,Sardar Muhammad,PPPP,2652,1.08,245950,NA-107,2018
6,Muhammad Hanif,MMA,1956,0.8,245950,NA-107,2018
7,Muhammad Asif,Others,171,0.07,245950,NA-107,2018
1,FARRUKH HABIB,PTI,112740,46.48,242582,NA-108,2018
2,ABID SHER ALI,PML-N,111529,45.98,242582,NA-108,2018
3,SHAHBAZ ALI GULZAR,TLP,8075,3.33,242582,NA-108,2018
4,ASGHAR ALI QAISER,PPPP,4897,2.02,242582,NA-108,2018
5,RANA ABU KHABIB REHMAN KHAN,Others,2638,1.09,242582,NA-108,2018
6,MUHAMMAD ZAKARIA SYED,MMA,1827,0.75,242582,NA-108,2018
7,RIZWAN MAHMOOD,Others,387,0.16,242582,NA-108,2018
8,AZHAR ABBAS,PSP,245,0.1,242582,NA-108,2018
9,MUHAMMAD ASLAM,IND,244,0.1,242582,NA-108,2018
1,FAIZ ULLAH,PTI,122905,51.26,239769,NA-109,2018
2,MIAN ABDUL MANNAN,PML-N,94476,39.4,239769,NA-109,2018
3,MUHAMMAD ASAD IQBAL,TLP,9975,4.16,239769,NA-109,2018
4,FAYYAZ AHMED,Others,5178,2.16,239769,NA-109,2018
5,MUHAMMAD AFZAL,PPPP,3090,1.29,239769,NA-109,2018
6,ZAFAR HUSSAIN KHAN,MMA,2724,1.14,239769,NA-109,2018
7,MUHAMMAD MANSOOR AHMAD AWAN,Others,781,0.33,239769,NA-109,2018
8,KALEEM ULLAH KAMOKA,IND,367,0.15,239769,NA-109,2018
9,MUHAMMAD ASIF,PST,151,0.06,239769,NA-109,2018
10,MUHAMMAD KAMRAN ASGHAR,IND,122,0.05,239769,NA-109,2018
1,Afreen Khan,MMA,15859,25.7,61700,NA-11,2018
2,Dost Muhammad Shakir,IND,14148,22.93,61700,NA-11,2018
3,Mehboobullah Jan,PML,12627,20.47,61700,NA-11,2018
4,Aurang Zeb,PTI,9584,15.53,61700,NA-11,2018
5,Syed Gul Badshah,IND,4487,7.27,61700,NA-11,2018
6,Malak Nor Wali Shah,PPPP,4185,6.78,61700,NA-11,2018
7,Abdul Qayum,IND,194,0.31,61700,NA-11,2018
8,Noor Ul Amin,QWP,183,0.3,61700,NA-11,2018
9,Said Jan,IND,111,0.18,61700,NA-11,2018
10,Bakht Jahan,Others,95,0.15,61700,NA-11,2018
11,Shehzad Latif,IND,66,0.11,61700,NA-11,2018
12,Haji Misar Khan,PML-N,33,0.05,61700,NA-11,2018
13,Haji Mir Dad,IND,32,0.05,61700,NA-11,2018
14,Muhammad Yaseen,IND,27,0.04,61700,NA-11,2018
15,Muhammad Naseer,IND,26,0.04,61700,NA-11,2018
16,Sher Baz,IND,26,0.04,61700,NA-11,2018
17,Juma Din,PSP,17,0.03,61700,NA-11,2018
1,Raja Riaz Ahmad,PTI,114215,45.76,249613,NA-110,2018
2,Muhammad Afzal Khan,PML-N,108172,43.34,249613,NA-110,2018
3,Hafiz Umer Farooq,TLP,10782,4.32,249613,NA-110,2018
4,Shabbir Asghar,Others,6533,2.62,249613,NA-110,2018
5,Sahibzada Muhammad Hamid Raza,SIC,5085,2.04,249613,NA-110,2018
6,Younas Suleman,PPPP,3085,1.24,249613,NA-110,2018
7,MUHAMMAD KAMRAN,Others,706,0.28,249613,NA-110,2018
8,Munawar Fayyaz Sunny,IND,678,0.27,249613,NA-110,2018
9,Muhammad Nadeem Pasha,Others,144,0.06,249613,NA-110,2018
10,Malik Muhammad Nawaz,IND,113,0.05,249613,NA-110,2018
11,Ayaz Mahmood,PST,100,0.04,249613,NA-110,2018
1,CHAUDHARY KHALID JAVED,PML-N,110556,44.84,246568,NA-111,2018
2,USAMA HAMZA,PTI,85448,34.65,246568,NA-111,2018
3,AMJAD ALI,PNML,34849,14.13,246568,NA-111,2018
4,SAFDAR ALI WAHLA,TLP,8830,3.58,246568,NA-111,2018
5,HAJI MUHAMMAD ISHAQ,PPPP,2991,1.21,246568,NA-111,2018
6,TAJ MEHMOOD,Others,2713,1.1,246568,NA-111,2018
7,ATTA ULLAH HAMEED,IND,494,0.2,246568,NA-111,2018
8,MUHAMMAD ASLAM KHAN,IND,265,0.11,246568,NA-111,2018
9,MUHAMAMD NOUMAN KHALID,IND,199,0.08,246568,NA-111,2018
10,MUHAMMAD ISHTIAQ,PST,157,0.06,246568,NA-111,2018
11,FARKHANDA AMJAD,IND,66,0.03,246568,NA-111,2018
1,MUHAMMAD JUNAID ANWAR CHAUDHRY,PML-N,125303,45.94,272751,NA-112,2018
2,MUHAMMAD ASHFAQ,PTI,121031,44.37,272751,NA-112,2018
3,khawar ahmed khan,IND,6463,2.37,272751,NA-112,2018
4,SOBIA JUNAID,IND,5406,1.98,272751,NA-112,2018
5,MIAN UMAR ASHFAQ,IND,4973,1.82,272751,NA-112,2018
6,MUHAMMAD AJMAL SIDDIQUE,TLP,3628,1.33,272751,NA-112,2018
7,NEELAM JABBAR CHAUDHRY,PPPP,2402,0.88,272751,NA-112,2018
8,MUHAMMAD TAREEJ,IND,1253,0.46,272751,NA-112,2018
9,SALAH UD DIN,IND,603,0.22,272751,NA-112,2018
10,Irfan Asad,Others,443,0.16,272751,NA-112,2018
11,ANWAR UL HAQ,IND,357,0.13,272751,NA-112,2018
12,TARIQ ANWAR,IND,326,0.12,272751,NA-112,2018
13,MUHAMMAD AMIR MUNIR,PNML,223,0.08,272751,NA-112,2018
14,MUHAMMAD AMJAD,APML,195,0.07,272751,NA-112,2018
15,FURQAN SAEED,Others,145,0.05,272751,NA-112,2018
1,MUHAMMAD RIAZ KHAN,PTI,128274,50.31,254969,NA-113,2018
2,CHAUDHARY ASAD UR REHMAN,PML-N,106018,41.58,254969,NA-113,2018
3,AHMAD SHAHZAD SHAH,TLP,8074,3.17,254969,NA-113,2018
4,ASAD UR REHMAN,IND,2335,0.92,254969,NA-113,2018
5,NADEEM SHAHZAD,IND,2041,0.8,254969,NA-113,2018
6,NASIM IQBAL,PPPP,1655,0.65,254969,NA-113,2018
7,AMIR USMAN,Others,1594,0.63,254969,NA-113,2018
8,AZIZ UR REHMAN MAHMOOD,IND,1530,0.6,254969,NA-113,2018
9,SARWAR CHAUDHARY,IND,969,0.38,254969,NA-113,2018
10,MUHAMMAD ZAFAR YAB KHAN,IND,960,0.38,254969,NA-113,2018
11,MUHAMMAD AIN ULLAH,IND,744,0.29,254969,NA-113,2018
12,GHULAM ABBAS,MMA,237,0.09,254969,NA-113,2018
13,BABAR KHAN,IND,233,0.09,254969,NA-113,2018
14,SYED ASAD ABBAS SHAH,IND,173,0.07,254969,NA-113,2018
15,MUSTAFA RAMDAY,IND,132,0.05,254969,NA-113,2018
1,SAHIBZADA MUHAMMAD MEHBOOB SULTAN,PTI,106043,35.98,294749,NA-114,2018
2,MAKHDOOM SYED FAISAL SALEH HAYAT,PPPP,105454,35.78,294749,NA-114,2018
3,ALEESHA IFTIKHAR,IND,65440,22.2,294749,NA-114,2018
4,MUHAMMAD ASIF MUAVIA,IND,9712,3.3,294749,NA-114,2018
5,MUHAMMAD ISRAR UL HAQ CHEEMA,TLP,3916,1.33,294749,NA-114,2018
6,HAJI DAUD KHAN,MMA,2109,0.72,294749,NA-114,2018
7,ALLAH DAD KHAN,IND,1460,0.5,294749,NA-114,2018
8,NADEEM MUMTAZ QURESHI,Others,324,0.11,294749,NA-114,2018
9,Naveed Mukhtar Ahmed Khan,IND,291,0.1,294749,NA-114,2018
1,GHULAM BIBI,PTI,91434,36.01,253931,NA-115,2018
2,MUHAMMAD AHMAD,IND,68515,26.98,253931,NA-115,2018
3,WAQAS AKRAM,IND,60598,23.86,253931,NA-115,2018
4,SYEDA SUGHRA IMAM,IND,21108,8.31,253931,NA-115,2018
5,MUHAMMAD SALEEM TAHIR,PML-N,9783,3.85,253931,NA-115,2018
6,SHEIKH MUHAMMAD AKRAM,IND,964,0.38,253931,NA-115,2018
7,Abdul Jabbar Khan,IND,469,0.18,253931,NA-115,2018
8,LUBAINA SIDDIQUA,MMA,301,0.12,253931,NA-115,2018
9,ZAWAR HUSSAIN,APML,279,0.11,253931,NA-115,2018
10,MUHAMMAD ILYAS,IND,240,0.09,253931,NA-115,2018
11,HAKIM ALI,IND,139,0.05,253931,NA-115,2018
1,Muhammad Ameer Sultan,PTI,90649,32.1,282368,NA-116,2018
2,MUHAMMAD ASIF MUAVIA,IND,70842,25.09,282368,NA-116,2018
3,Ameer Abbas Sial,IND,54176,19.19,282368,NA-116,2018
4,Saima Akhtar,IND,48731,17.26,282368,NA-116,2018
5,Muhammad Younas Raza,IND,8936,3.16,282368,NA-116,2018
6,Muhammad Ramzan,TLP,3346,1.18,282368,NA-116,2018
7,Zahoor Ahmad Sajid,IND,1585,0.56,282368,NA-116,2018
8,Muhammad Nasir,PPPP,1305,0.46,282368,NA-116,2018
9,SHEIKH MUHAMMAD AKRAM,IND,978,0.35,282368,NA-116,2018
10,Nazar Abbas,PAR,673,0.24,282368,NA-116,2018
11,MUHAMMAD KHURSHEED AHMAD,IND,553,0.2,282368,NA-116,2018
12,Umer Daraz,IND,407,0.14,282368,NA-116,2018
13,Fawad Akram,IND,187,0.07,282368,NA-116,2018
1,CH MUHAMMAD BARJEES TAHIR,PML-N,71891,30.74,233850,NA-117,2018
2,TARIQ MEHMOOD BAJWA,IND,68995,29.5,233850,NA-117,2018
3,ch bilal ahmed virk,PTI,66994,28.65,233850,NA-117,2018
4,MUHAMMAD RIZWAN WAHGA,TLP,19564,8.37,233850,NA-117,2018
5,MUHAMMAD WAQAS,PPPP,2880,1.23,233850,NA-117,2018
6,DR HAROON ISHFAQ CHAUDHARY,Others,1988,0.85,233850,NA-117,2018
7,ch shafqat rasul ghuman,IND,425,0.18,233850,NA-117,2018
8,AKRAM HAYAT CHEEMA,IND,334,0.14,233850,NA-117,2018
9,NAEEM IQBAL,IND,316,0.14,233850,NA-117,2018
10,ch waqas ahmed virk,IND,312,0.13,233850,NA-117,2018
11,MUHAMMAD AZAM,IND,171,0.07,233850,NA-117,2018
1,Ijaz Ahmad Shah,PTI,63818,30.58,208702,NA-118,2018
2,Shezra Mansab Ali Khan Kharal,PML-N,61413,29.43,208702,NA-118,2018
3,Syed Afzaal Hussain Rizvi,TLP,49345,23.64,208702,NA-118,2018
4,Shahjahan Ahmad Bhatti,PPPP,18726,8.97,208702,NA-118,2018
5,Saeed Ahmad Zafar,IND,5945,2.85,208702,NA-118,2018
6,Hussain Shahjahan Bhatti,IND,5208,2.5,208702,NA-118,2018
7,Muhammad Shafi,IND,3226,1.55,208702,NA-118,2018
8,Tauseef Ahmad Rai,IND,571,0.27,208702,NA-118,2018
9,Muneer Ahmad Sabir,IND,306,0.15,208702,NA-118,2018
10,Sadam Hussain,JPP,144,0.07,208702,NA-118,2018
1,RAHAT AMAN ULLAH BHATTI,PTI,110231,47.99,229687,NA-119,2018
2,RANA AFZAAL HUSSAIN,PML-N,94072,40.96,229687,NA-119,2018
3,MUHAMMAD ANWAR RASHEED,TLP,21493,9.36,229687,NA-119,2018
4,SABIR HUSSAIN,PPPP,2339,1.02,229687,NA-119,2018
5,SYED FAKHAR ABBAS JAFRI,IND,1045,0.45,229687,NA-119,2018
6,SAFDAR SHARAZ,IND,507,0.22,229687,NA-119,2018
1,Muhammad Nawaz Khan,PTI,34270,38.86,88188,NA-12,2018
2,Muhammad Yousaf,MMA,23881,27.08,88188,NA-12,2018
3,Sardar Malik Jan,PPPP,12427,14.09,88188,NA-12,2018
4,Rasheed Ahmed,IND,11791,13.37,88188,NA-12,2018
5,Saeed Ahmed,IND,3356,3.81,88188,NA-12,2018
6,Misbah Ullah Babar,ANP,990,1.12,88188,NA-12,2018
7,Sabir Hussain Shah,PML,937,1.06,88188,NA-12,2018
8,Rustam Khan,QWP,536,0.61,88188,NA-12,2018
1,Rana Tanveer Hussain,PML-N,99674,46.08,216295,NA-120,2018
2,Ali Asghar Chaudhary,PTI,74165,34.29,216295,NA-120,2018
3,Syed Afzal Hussain Rizvi,TLP,35453,16.39,216295,NA-120,2018
4,Chaudhary Muhammad Ashfaq,IND,2678,1.24,216295,NA-120,2018
5,Akhtar Hassan Chaudhary,PPPP,2420,1.12,216295,NA-120,2018
6,Sarfraz Raza,IND,984,0.45,216295,NA-120,2018
7,Arshad Mehmood Chaudhary,IND,545,0.25,216295,NA-120,2018
8,Malik Muhammad Iqbal Jora,APML,193,0.09,216295,NA-120,2018
9,Rajab Sharif,Others,183,0.08,216295,NA-120,2018
1,Javed Latif,PML-N,101622,42.3,240240,NA-121,2018
2,Muhammad Saeed Virk,PTI,71308,29.68,240240,NA-121,2018
3,Khurram Munawar Manj,IND,29301,12.2,240240,NA-121,2018
4,Nadeem Zafar,TLP,20930,8.71,240240,NA-121,2018
5,Ghulam Rasool,PPPP,5298,2.21,240240,NA-121,2018
6,Shahzad Ali Virk,Others,4355,1.81,240240,NA-121,2018
7,Munawar Hussain Manj,IND,2678,1.11,240240,NA-121,2018
8,Malik Javaid Akbar,IND,1083,0.45,240240,NA-121,2018
9,Liaqat Ali,IND,1060,0.44,240240,NA-121,2018
10,Usman Virk,IND,730,0.3,240240,NA-121,2018
11,Mian Muhammad Munawar Latif,IND,543,0.23,240240,NA-121,2018
12,MUHAMMAD NAWAZ,IND,534,0.22,240240,NA-121,2018
13,Anwar Latif,IND,352,0.15,240240,NA-121,2018
14,Muhammad Usman,Others,284,0.12,240240,NA-121,2018
15,Syed Muhammad Ali Mehdi Bukhari,IND,162,0.07,240240,NA-121,2018
1,Sardar Muhammad Arfan Dogar,PML-N,96000,36.43,263515,NA-122,2018
2,Ali Salaman,PTI,64616,24.52,263515,NA-122,2018
3,Saif Ullah,TLP,34645,13.15,263515,NA-122,2018
4,Rai Ijaz Ahmad Khan,IND,16719,6.34,263515,NA-122,2018
5,Muhammad Javed Bhatti,PPPP,16697,6.34,263515,NA-122,2018
6,Chaudhry Muhammad Jameel,IND,15303,5.81,263515,NA-122,2018
7,Aurang Zeb Khan,IND,6466,2.45,263515,NA-122,2018
8,Attiq Ur Rehman,Others,5019,1.9,263515,NA-122,2018
9,Sarfraz Ahmad Khan,MMA,2248,0.85,263515,NA-122,2018
10,Sardar Muhammad Bilal Dogar,IND,1795,0.68,263515,NA-122,2018
11,Altaf Hussain,IND,1485,0.56,263515,NA-122,2018
12,Muhammad Afzaal,Others,621,0.24,263515,NA-122,2018
13,Ihsan Ullah,IND,599,0.23,263515,NA-122,2018
14,Sana Ullah Chaudhry,IND,388,0.15,263515,NA-122,2018
15,Muhammad Imran Hashmi,IND,251,0.1,263515,NA-122,2018
16,Chaudhry Safdar Ali,IND,167,0.06,263515,NA-122,2018
17,Syed Muqadas Abbas Bukhari,IND,144,0.05,263515,NA-122,2018
18,Muhammad Saddique,Others,134,0.05,263515,NA-122,2018
19,Liaqat Abbas,IND,84,0.03,263515,NA-122,2018
20,Gulfam Jameel,IND,74,0.03,263515,NA-122,2018
21,Rai Azeem Saeed,IND,60,0.02,263515,NA-122,2018
1,muhammad Riaz,PML-N,97193,47.67,203871,NA-123,2018
2,wajid azeem,PTI,72535,35.58,203871,NA-123,2018
3,m latif khan saraa,TLP,23952,11.75,203871,NA-123,2018
4,zahid iqbal malik,PPPP,3102,1.52,203871,NA-123,2018
5,Hafiz abdul wadood,MMA,2487,1.22,203871,NA-123,2018
6,touseef akmalkhan,Others,1813,0.89,203871,NA-123,2018
7,faraz hashmi,IND,971,0.48,203871,NA-123,2018
8,Mian mehmood ahmad,IND,851,0.42,203871,NA-123,2018
9,Wahid Ahmad,IND,414,0.2,203871,NA-123,2018
10,Zaman Ali,IND,290,0.14,203871,NA-123,2018
11,Amjad khan,IND,123,0.06,203871,NA-123,2018
12,AsifMehmoood,Others,70,0.03,203871,NA-123,2018
13,humayun akhtar khan,IND,70,0.03,203871,NA-123,2018
1,Muhammad Hamza Shehbaz Sharif,PML-N,146294,57.39,254901,NA-124,2018
2,Muhammad Nauman Qaiser,PTI,80981,31.77,254901,NA-124,2018
3,Sumaira Nureen,TLP,14832,5.82,254901,NA-124,2018
4,Saleem Hammad,IND,7255,2.85,254901,NA-124,2018
5,Muhammad Afzal,MMA,3572,1.4,254901,NA-124,2018
6,Babu Zaheer Ahmad Chaudhry,PPPP,1515,0.59,254901,NA-124,2018
7,Asim Irshad Khan,PSP,452,0.18,254901,NA-124,2018
1,Waheed Alam Khan,PML-N,122327,48.88,250263,NA-125,2018
2,Yasmin Raashid,PTI,106857,42.7,250263,NA-125,2018
3,Mamoona Hamid,TLP,14276,5.7,250263,NA-125,2018
4,Muhammad Yaqoob Sheikh,Others,2839,1.13,250263,NA-125,2018
5,Zubair Kardar,PPPP,2530,1.01,250263,NA-125,2018
6,Hafiz Salman Butt,MMA,1825,0.73,250263,NA-125,2018
7,Waseem Ali Khan,IND,170,0.07,250263,NA-125,2018
8,Syed Zaeem Hussain Qadri,IND,128,0.05,250263,NA-125,2018
9,Samia Naz,PSP,124,0.05,250263,NA-125,2018
10,Muhammad Ajasam Sharif,IND,64,0.03,250263,NA-125,2018
11,Rehana Ahmad,IND,42,0.02,250263,NA-125,2018
12,Muhammad Imtiaz Chaudhry,IND,36,0.01,250263,NA-125,2018
13,Nawab Amber Shahzada,IND,33,0.01,250263,NA-125,2018
1,Muhammad Hammad Azhar,PTI,105734,46.3,228362,NA-126,2018
2,Mehr Ishtiaq Ahmad Anwar,PML-N,102677,44.96,228362,NA-126,2018
3,Aurangzeb Shaafi Burki,PPPP,3202,1.4,228362,NA-126,2018
4,Waqas Ahmed,TLP,1638,0.72,228362,NA-126,2018
5,Ch Muhammad Ashraff,APML,384,0.17,228362,NA-126,2018
1,ALI PERVAIZ,PML-N,113265,54.16,209135,NA-127,2018
2,JAMSHED IQBAL,PTI,66818,31.95,209135,NA-127,2018
3,MUHAMMAD ZAHEER,TLP,23140,11.06,209135,NA-127,2018
4,MIAN AAMIR ABBAS,Others,2044,0.98,209135,NA-127,2018
5,CHAUDHRY ADNAN SARWAR,PPPP,1775,0.85,209135,NA-127,2018
6,RASHID AHMAD KHAN,MMA,1426,0.68,209135,NA-127,2018
7,CH MUHAMMAD ILYAS,APML,273,0.13,209135,NA-127,2018
8,MUHAMMAD AHMAD,IND,261,0.12,209135,NA-127,2018
9,MUSARRAT JAMSHED,IND,133,0.06,209135,NA-127,2018
1,Sh Rohale Asghar,PML-N,98199,52.49,187080,NA-128,2018
2,Ijaz Ahmad,PTI,52774,28.21,187080,NA-128,2018
3,Muhammad Ashraf Asif,TLP,20734,11.08,187080,NA-128,2018
4,Manzoor Hussain,MMA,6723,3.59,187080,NA-128,2018
5,Zafar Ali Shah,PPPP,6589,3.52,187080,NA-128,2018
6,Ali Adnan,IND,853,0.46,187080,NA-128,2018
7,Sohail shoukat butt,IND,380,0.2,187080,NA-128,2018
8,Raheel Hussain,IND,222,0.12,187080,NA-128,2018
9,Muhammad nazim,IND,184,0.1,187080,NA-128,2018
10,Muhammad Fareed,IND,122,0.07,187080,NA-128,2018
11,Asif Mehmood,Others,88,0.05,187080,NA-128,2018
12,Syed Manzoor Ali Shah Gillani,IND,85,0.05,187080,NA-128,2018
13,Syed Aqeel Haider Abbas,IND,78,0.04,187080,NA-128,2018
14,Humayon Shoukat Ali Butt,IND,49,0.03,187080,NA-128,2018
1,Sardar Ayaz Sadiq,PML-N,103021,47.98,214705,NA-129,2018
2,Abdul Aleem Khan,PTI,94879,44.19,214705,NA-129,2018
3,Muhammad Yousuf,TLP,12875,6.0,214705,NA-129,2018
4,Iftikhar Shahid,PPPP,2569,1.2,214705,NA-129,2018
5,Farzana Butt,IND,419,0.2,214705,NA-129,2018
6,Ali Javed Dogar,IND,272,0.13,214705,NA-129,2018
7,Farooq Tahir Chishti,IND,254,0.12,214705,NA-129,2018
8,Kishwar Bano,NP,124,0.06,214705,NA-129,2018
9,Sohail Shaukat Butt,IND,103,0.05,214705,NA-129,2018
10,Humayun Akhtar Khan,IND,98,0.05,214705,NA-129,2018
11,Muhammad tajammal hussain,IND,91,0.04,214705,NA-129,2018
1,Saleh Muhammad,IND,109262,43.09,253554,NA-13,2018
2,Sardar Shah JehanYousaf,PML-N,107808,42.52,253554,NA-13,2018
3,Muhammad Baseer Khan,MMA,19716,7.78,253554,NA-13,2018
4,Sardar Muhammad Sultan,IND,5459,2.15,253554,NA-13,2018
5,Aamir Shahzad,TLP,4731,1.87,253554,NA-13,2018
6,Samar Islam,IND,3544,1.4,253554,NA-13,2018
7,Muhammad Javed,PSP,751,0.3,253554,NA-13,2018
8,Nargis Ali,PML,588,0.23,253554,NA-13,2018
9,Muhammad Banaris,IND,482,0.19,253554,NA-13,2018
10,Ambereen Ahsan,IND,376,0.15,253554,NA-13,2018
11,Afsar Khan,IND,291,0.11,253554,NA-13,2018
12,Muhammad Gulfam Swati,IND,202,0.08,253554,NA-13,2018
13,Iffat Kalsoom,ANP,183,0.07,253554,NA-13,2018
14,Abdul Salam,Others,142,0.06,253554,NA-13,2018
1,Shafqat Mahmood,PTI,127405,50.51,252258,NA-130,2018
2,Khawaja Ahmad Hasan,PML-N,104625,41.48,252258,NA-130,2018
3,Hafeez Ur Rehman,Others,10755,4.26,252258,NA-130,2018
4,Liaqat Baloch,MMA,5176,2.05,252258,NA-130,2018
5,Muhammad Mumtaz Khalid,PPPP,2508,0.99,252258,NA-130,2018
6,Amjad Masood,IND,541,0.21,252258,NA-130,2018
7,Saad Bin Hassan,IND,506,0.2,252258,NA-130,2018
8,Muhammad Abu Bakar,Others,414,0.16,252258,NA-130,2018
9,Haroon Khawaja,Others,220,0.09,252258,NA-130,2018
10,Muhammad Yameen Awan,PSP,108,0.04,252258,NA-130,2018
1,Imran Ahmed Khan Niazi,PTI,84313,44.68,188711,NA-131,2018
2,Khawaja Saad Rafique,PML-N,83633,44.32,188711,NA-131,2018
3,Syed Murtaza Hassan,TLP,9780,5.18,188711,NA-131,2018
4,Asim Mehmood,PPPP,6746,3.57,188711,NA-131,2018
5,Waqar Nadeem Warraich,MMA,1912,1.01,188711,NA-131,2018
6,Faheem Ahmed Khan Loadhi,IND,647,0.34,188711,NA-131,2018
7,Jawad Ahmad,Others,362,0.19,188711,NA-131,2018
8,Tahir Aslam,PST,362,0.19,188711,NA-131,2018
9,Nadeem Ahmed,IND,354,0.19,188711,NA-131,2018
10,Muhammad Mudasir,Others,141,0.07,188711,NA-131,2018
11,Shoaib ullah Cheema,IND,127,0.07,188711,NA-131,2018
12,Mian Zahid islam Anjum,IND,117,0.06,188711,NA-131,2018
13,Muzaffar Ali,Others,106,0.06,188711,NA-131,2018
14,Hamiyon Akhter Khan,IND,93,0.05,188711,NA-131,2018
15,Muhammad Jahangir Dogar,IND,18,0.01,188711,NA-131,2018
1,Mian Muhammad Shehbaz Sharif,PML-N,95834,51.26,186969,NA-132,2018
2,Ch Muhammad Mansha Sindhu,PTI,49093,26.26,186969,NA-132,2018
